Documents,,,,,,
device_type,document_type,category,sub_folder,file_url,isFolder,folder
"PCBMix,Aroclor1254","PCBMix,Aroclor1254","PCBMix,Aroclor1254",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PCBMix,Aroclor1254.pdf",False,Website PDFs
"PCBStockSolution,Aroclor1262Std","PCBStockSolution,Aroclor1262Std","PCBStockSolution,Aroclor1262Std",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PCBStockSolution,Aroclor1262Std.pdf",False,Website PDFs
"PCBStockSolution,Aroclor1268Std","PCBStockSolution,Aroclor1268Std","PCBStockSolution,Aroclor1268Std",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PCBStockSolution,Aroclor1268Std.pdf",False,Website PDFs
Penetrant,Penetrant,Penetrant,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Penetrant.PDF,False,Website PDFs
Pentachlorophenol,Pentachlorophenol,Pentachlorophenol,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Pentachlorophenol.pdf,False,Website PDFs
PDIExtraLargeBleachWipe-11.5x11.75in,PDIExtraLargeBleachWipe-11.5x11.75in,PDIExtraLargeBleachWipe-11.5x11.75in,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PDIExtraLargeBleachWipe-11.5x11.75in.pdf,False,Website PDFs
"Perchlorate,Ammonium","Perchlorate,Ammonium","Perchlorate,Ammonium",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Perchlorate,Ammonium.pdf",False,Website PDFs
"pHBuffer,4.0(nomodelnumber)","pHBuffer,4.0(nomodelnumber)","pHBuffer,4.0(nomodelnumber)",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/pHBuffer,4.0(nomodelnumber).pdf",False,Website PDFs
PentafluorobenzeneStandard,PentafluorobenzeneStandard,PentafluorobenzeneStandard,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PentafluorobenzeneStandard.pdf,False,Website PDFs
"pHBuffer,7.0(nomodelnumber)","pHBuffer,7.0(nomodelnumber)","pHBuffer,7.0(nomodelnumber)",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/pHBuffer,7.0(nomodelnumber).pdf",False,Website PDFs
phBuffer10,phBuffer10,phBuffer10,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/phBuffer10.pdf,False,Website PDFs
Phenol,Phenol,Phenol,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Phenol.pdf,False,Website PDFs
Phosgene,Phosgene,Phosgene,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Phosgene.pdf,False,Website PDFs
PHOSPHORIC-ACID,PHOSPHORIC-ACID,PHOSPHORIC-ACID,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PHOSPHORIC-ACID.pdf,False,Website PDFs
PhosphineCalibrationGas,PhosphineCalibrationGas,PhosphineCalibrationGas,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PhosphineCalibrationGas.pdf,False,Website PDFs
PHOSPHORUS-PENTOXIDE,PHOSPHORUS-PENTOXIDE,PHOSPHORUS-PENTOXIDE,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PHOSPHORUS-PENTOXIDE.pdf,False,Website PDFs
"Phosphorus,red","Phosphorus,red","Phosphorus,red",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Phosphorus,red.pdf",False,Website PDFs
Phosphotungsticacid,Phosphotungsticacid,Phosphotungsticacid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Phosphotungsticacid.pdf,False,Website PDFs
PIGPlug-N-SealNo-FreezePatchingPaste,PIGPlug-N-SealNo-FreezePatchingPaste,PIGPlug-N-SealNo-FreezePatchingPaste,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PIGPlug-N-SealNo-FreezePatchingPaste.pdf,False,Website PDFs
PigMercuryAbsorbentPowder,PigMercuryAbsorbentPowder,PigMercuryAbsorbentPowder,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PigMercuryAbsorbentPowder.pdf,False,Website PDFs
PigMercuryCleanupWipers,PigMercuryCleanupWipers,PigMercuryCleanupWipers,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PigMercuryCleanupWipers.pdf,False,Website PDFs
PlumbersPutty,PlumbersPutty,PlumbersPutty,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PlumbersPutty.pdf,False,Website PDFs
PotassiumBromide,PotassiumBromide,PotassiumBromide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PotassiumBromide.pdf,False,Website PDFs
Potassiumchlorate,Potassiumchlorate,Potassiumchlorate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Potassiumchlorate.pdf,False,Website PDFs
PotassiumCyanide,PotassiumCyanide,PotassiumCyanide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PotassiumCyanide.PDF,False,Website PDFs
PotassiumHydroxide,PotassiumHydroxide,PotassiumHydroxide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PotassiumHydroxide.pdf,False,Website PDFs
Potassiumdichromate,Potassiumdichromate,Potassiumdichromate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Potassiumdichromate.pdf,False,Website PDFs
Potassiumiodide,Potassiumiodide,Potassiumiodide,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Potassiumiodide.pdf,False,Website PDFs
PotassiumPerchlorate,PotassiumPerchlorate,PotassiumPerchlorate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PotassiumPerchlorate.pdf,False,Website PDFs
PotassiumNitrate,PotassiumNitrate,PotassiumNitrate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PotassiumNitrate.pdf,False,Website PDFs
Potassiumpermanganate,Potassiumpermanganate,Potassiumpermanganate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Potassiumpermanganate.pdf,False,Website PDFs
Potassiumsodiumtartrate,Potassiumsodiumtartrate,Potassiumsodiumtartrate,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Potassiumsodiumtartrate.pdf,False,Website PDFs
Povidone-IodineSolution,Povidone-IodineSolution,Povidone-IodineSolution,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Povidone-IodineSolution.pdf,False,Website PDFs
PowerSteeringFluid,PowerSteeringFluid,PowerSteeringFluid,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PowerSteeringFluid.pdf,False,Website PDFs
PremiumSprayableStripper,PremiumSprayableStripper,PremiumSprayableStripper,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PremiumSprayableStripper.pdf,False,Website PDFs
PremiumRVWashandWax,PremiumRVWashandWax,PremiumRVWashandWax,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PremiumRVWashandWax.pdf,False,Website PDFs
"PreservativeAmpule,15mLHydrochloricAcid","PreservativeAmpule,15mLHydrochloricAcid","PreservativeAmpule,15mLHydrochloricAcid",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PreservativeAmpule,15mLHydrochloricAcid.pdf",False,Website PDFs
"PreservativeAmpule,15mLNitricAcid","PreservativeAmpule,15mLNitricAcid","PreservativeAmpule,15mLNitricAcid",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PreservativeAmpule,15mLNitricAcid.pdf",False,Website PDFs
"PreservativeAmpule,15mLSodiumHydroxide","PreservativeAmpule,15mLSodiumHydroxide","PreservativeAmpule,15mLSodiumHydroxide",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PreservativeAmpule,15mLSodiumHydroxide.pdf",False,Website PDFs
"PreservativeAmpule,15mLSulfuricAcid,12_Box","PreservativeAmpule,15mLSulfuricAcid,12_Box","PreservativeAmpule,15mLSulfuricAcid,12_Box",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PreservativeAmpule,15mLSulfuricAcid,12_Box.pdf",False,Website PDFs
"PropaneFuel,CompressedGas","PropaneFuel,CompressedGas","PropaneFuel,CompressedGas",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PropaneFuel,CompressedGas.pdf",False,Website PDFs
PurplePVCPrimer,PurplePVCPrimer,PurplePVCPrimer,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PurplePVCPrimer.pdf,False,Website PDFs
PVCCement,PVCCement,PVCCement,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/PVCCement.pdf,False,Website PDFs
Pyrimadine,Pyrimadine,Pyrimadine,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Pyrimadine.pdf,False,Website PDFs
Radiacwash,Radiacwash,Radiacwash,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Radiacwash.pdf,False,Website PDFs
"Rain-X,Anti-Fog","Rain-X,Anti-Fog","Rain-X,Anti-Fog",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Rain-X,Anti-Fog.pdf",False,Website PDFs
Rain-X,Rain-X,Rain-X,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Rain-X.pdf,False,Website PDFs
"Reagent,AmmoniaCyanurate","Reagent,AmmoniaCyanurate","Reagent,AmmoniaCyanurate",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,AmmoniaCyanurate.pdf",False,Website PDFs
"Reagent,Arsenic#5","Reagent,Arsenic#5","Reagent,Arsenic#5",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Arsenic%235.pdf",False,Website PDFs
"Reagent,ChromaVer3","Reagent,ChromaVer3","Reagent,ChromaVer3",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,ChromaVer3.pdf",False,Website PDFs
"Reagent,Citrate,BufferPowerPillows","Reagent,Citrate,BufferPowerPillows","Reagent,Citrate,BufferPowerPillows",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Citrate,BufferPowerPillows.pdf",False,Website PDFs
"Reagent,CyaniVer3_01","Reagent,CyaniVer3_01","Reagent,CyaniVer3_01",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,CyaniVer3_01.pdf",False,Website PDFs
"Reagent,CuVer1","Reagent,CuVer1","Reagent,CuVer1",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,CuVer1.pdf",False,Website PDFs
"Reagent,CyaniVer4_01","Reagent,CyaniVer4_01","Reagent,CyaniVer4_01",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,CyaniVer4_01.pdf",False,Website PDFs
"Reagent,CyaniVer5_01","Reagent,CyaniVer5_01","Reagent,CyaniVer5_01",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,CyaniVer5_01.pdf",False,Website PDFs
"Reagent,DithiVerMetals","Reagent,DithiVerMetals","Reagent,DithiVerMetals",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,DithiVerMetals.pdf",False,Website PDFs
"Reagent,DPDFreeChlorine","Reagent,DPDFreeChlorine","Reagent,DPDFreeChlorine",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,DPDFreeChlorine.pdf",False,Website PDFs
"Reagent,EDTA_01","Reagent,EDTA_01","Reagent,EDTA_01",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,EDTA_01.pdf",False,Website PDFs
"Reagent,FerroVer","Reagent,FerroVer","Reagent,FerroVer",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,FerroVer.pdf",False,Website PDFs
"Reagent,Fluoride,SPADNS","Reagent,Fluoride,SPADNS","Reagent,Fluoride,SPADNS",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Fluoride,SPADNS.pdf",False,Website PDFs
"Reagent,FluorideStandardSolution","Reagent,FluorideStandardSolution","Reagent,FluorideStandardSolution",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,FluorideStandardSolution.pdf",False,Website PDFs
"Reagent,Manganese","Reagent,Manganese","Reagent,Manganese",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Manganese.pdf",False,Website PDFs
"Reagent,Hydroxylamine","Reagent,Hydroxylamine","Reagent,Hydroxylamine",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Hydroxylamine.pdf",False,Website PDFs
"Reagent,NaOHSolution","Reagent,NaOHSolution","Reagent,NaOHSolution",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,NaOHSolution.pdf",False,Website PDFs
"Reagent,NaPeriodate","Reagent,NaPeriodate","Reagent,NaPeriodate",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,NaPeriodate.pdf",False,Website PDFs
"Reagent,Nickel1","Reagent,Nickel1","Reagent,Nickel1",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Nickel1.pdf",False,Website PDFs
"Reagent,Nickel2","Reagent,Nickel2","Reagent,Nickel2",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Nickel2.pdf",False,Website PDFs
"Reagent,NitriVer2","Reagent,NitriVer2","Reagent,NitriVer2",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,NitriVer2.pdf",False,Website PDFs
"Reagent,Phenol","Reagent,Phenol","Reagent,Phenol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Phenol.pdf",False,Website PDFs
"Reagent,NitraVer5","Reagent,NitraVer5","Reagent,NitraVer5",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,NitraVer5.pdf",False,Website PDFs
"Reagent,Phenol2","Reagent,Phenol2","Reagent,Phenol2",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Phenol2.pdf",False,Website PDFs
"Reagent,Phthalate-Phosphate","Reagent,Phthalate-Phosphate","Reagent,Phthalate-Phosphate",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Phthalate-Phosphate.pdf",False,Website PDFs
"Reagent,PotassiumCyanide","Reagent,PotassiumCyanide","Reagent,PotassiumCyanide",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,PotassiumCyanide.pdf",False,Website PDFs
"Reagent,pPb-1Acid","Reagent,pPb-1Acid","Reagent,pPb-1Acid",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,pPb-1Acid.pdf",False,Website PDFs
"Reagent,pPb-2Fixer","Reagent,pPb-2Fixer","Reagent,pPb-2Fixer",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,pPb-2Fixer.pdf",False,Website PDFs
"Reagent,pPb-3Eluant","Reagent,pPb-3Eluant","Reagent,pPb-3Eluant",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,pPb-3Eluant.pdf",False,Website PDFs
"Reagent,pPb-4Neutralizer","Reagent,pPb-4Neutralizer","Reagent,pPb-4Neutralizer",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,pPb-4Neutralizer.pdf",False,Website PDFs
"Reagent,pPb-5Indicator","Reagent,pPb-5Indicator","Reagent,pPb-5Indicator",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,pPb-5Indicator.pdf",False,Website PDFs
"Reagent,pPb-6Decolorizer","Reagent,pPb-6Decolorizer","Reagent,pPb-6Decolorizer",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,pPb-6Decolorizer.pdf",False,Website PDFs
"Reagent,Salicylate","Reagent,Salicylate","Reagent,Salicylate",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Salicylate.pdf",False,Website PDFs
"Reagent,SodiumPeriodate","Reagent,SodiumPeriodate","Reagent,SodiumPeriodate",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,SodiumPeriodate.pdf",False,Website PDFs
"Reagent,SPADNSFluoride","Reagent,SPADNSFluoride","Reagent,SPADNSFluoride",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,SPADNSFluoride.pdf",False,Website PDFs
"Reagent,Sulfide1","Reagent,Sulfide1","Reagent,Sulfide1",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Sulfide1.pdf",False,Website PDFs
"Reagent,Sulfide2","Reagent,Sulfide2","Reagent,Sulfide2",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,Sulfide2.pdf",False,Website PDFs
"Reagent,SulfuricAcid19.2N","Reagent,SulfuricAcid19.2N","Reagent,SulfuricAcid19.2N",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,SulfuricAcid19.2N.pdf",False,Website PDFs
"Reagent,ZincoVer5","Reagent,ZincoVer5","Reagent,ZincoVer5",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Reagent,ZincoVer5.pdf",False,Website PDFs
RedAerialFlares,RedAerialFlares,RedAerialFlares,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/RedAerialFlares.pdf,False,Website PDFs
RedDyedCanolaOil,RedDyedCanolaOil,RedDyedCanolaOil,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/RedDyedCanolaOil.pdf,False,Website PDFs
Rheolube719M,Rheolube719M,Rheolube719M,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/Rheolube719M.pdf,False,Website PDFs
"RoachandAntKiller,Aerosol","RoachandAntKiller,Aerosol","RoachandAntKiller,Aerosol",Chemical Data Sheets,"https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/RoachandAntKiller,Aerosol.pdf",False,Website PDFs
RoadSafetyFlares,RoadSafetyFlares,RoadSafetyFlares,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/RoadSafetyFlares.pdf,False,Website PDFs
RoundUp,RoundUp,RoundUp,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/RoundUp.pdf,False,Website PDFs
SaccharinSolution_SDS,SaccharinSolution_SDS,SaccharinSolution_SDS,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SaccharinSolution_SDS.pdf,False,Website PDFs
SDISampleExtractionKit,SDISampleExtractionKit,SDISampleExtractionKit,Chemical Data Sheets,https://westonsolutions.sharepoint.com/sites/Testing/Shared%20Documents/ExB%20Link%20Testing/Website%20PDFs/Chemical%20Data%20Sheets/SDISampleExtractionKit.pdf,False,Website PDFs
